Home Team,Away Team,Score,Home Team Fouls,Home Team Yellow Cards,Home Team Second Yellow Cards,Home Team Red Cards,Away Team Fouls,Away Team Yellow Cards,Away Team Second Yellow Cards,Away Team Red Cards,year
EVERTON,ASTON VILLA,4-0,6.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,2015
WEST BROM,ARSENAL,2-1,14.0,3.0,0.0,0.0,10.0,2.0,0.0,0.0,2015
MAN CITY,LIVERPOOL,1-4,5.0,0.0,0.0,0.0,13.0,3.0,0.0,0.0,2015
TOTTENHAM,WEST HAM,4-1,13.0,2.0,0.0,0.0,9.0,2.0,0.0,0.0,2015
CRYSTAL PALACE,SUNDERLAND,0-1,18.0,1.0,0.0,0.0,11.0,3.0,0.0,0.0,2015
ASTON VILLA,WATFORD,2-3,6.0,2.0,0.0,0.0,13.0,4.0,0.0,0.0,2015
SUNDERLAND,STOKE,2-0,4.0,0.0,0.0,0.0,10.0,3.0,1.0,0.0,2015
MAN CITY,SOUTHAMPTON,3-1,14.0,2.0,0.0,0.0,11.0,1.0,0.0,0.0,2015
CRYSTAL PALACE,NEWCASTLE,5-1,7.0,1.0,0.0,0.0,13.0,1.0,0.0,0.0,2015
BOURNEMOUTH,EVERTON,3-3,6.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,2015
LEICESTER CITY,MAN UTD,1-1,5.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,2015
TOTTENHAM,CHELSEA,0-0,14.0,4.0,0.0,0.0,9.0,2.0,0.0,0.0,2015
WEST HAM,WEST BROM,1-1,15.0,0.0,0.0,0.0,16.0,2.0,0.0,0.0,2015
LIVERPOOL,SWANSEA,1-0,12.0,3.0,0.0,0.0,6.0,1.0,0.0,0.0,2015
NORWICH,ARSENAL,1-1,8.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,2015
STOKE,MAN CITY,2-0,9.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,2015
SWANSEA,LEICESTER CITY,0-3,3.0,2.0,0.0,0.0,19.0,3.0,0.0,0.0,2015
ARSENAL,SUNDERLAND,3-1,7.0,1.0,0.0,0.0,11.0,1.0,0.0,0.0,2015
WEST BROM,TOTTENHAM,1-1,13.0,3.0,0.0,0.0,10.0,2.0,0.0,0.0,2015
MAN UTD,WEST HAM,0-0,10.0,1.0,0.0,0.0,13.0,0.0,0.0,0.0,2015
SOUTHAMPTON,ASTON VILLA,1-1,4.0,1.0,0.0,0.0,9.0,2.0,0.0,0.0,2015
WATFORD,NORWICH,2-0,11.0,3.0,0.0,0.0,10.0,3.0,0.0,0.0,2015
CHELSEA,BOURNEMOUTH,0-1,10.0,2.0,0.0,0.0,13.0,1.0,0.0,0.0,2015
NEWCASTLE,LIVERPOOL,2-0,6.0,3.0,0.0,0.0,10.0,1.0,0.0,0.0,2015
EVERTON,CRYSTAL PALACE,1-1,4.0,1.0,0.0,0.0,11.0,2.0,0.0,0.0,2015
NORWICH,EVERTON,1-1,9.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,2015
SUNDERLAND,WATFORD,0-1,6.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,2015
MAN CITY,SWANSEA,2-1,13.0,3.0,0.0,0.0,15.0,1.0,0.0,0.0,2015
WEST HAM,STOKE,0-0,7.0,1.0,0.0,0.0,9.0,2.0,0.0,0.0,2015
CRYSTAL PALACE,SOUTHAMPTON,1-0,11.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,2015
BOURNEMOUTH,MAN UTD,2-1,12.0,2.0,0.0,0.0,12.0,1.0,0.0,0.0,2015
ASTON VILLA,ARSENAL,0-2,8.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2015
LIVERPOOL,WEST BROM,2-2,7.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,2015
TOTTENHAM,NEWCASTLE,1-2,13.0,2.0,0.0,0.0,14.0,2.0,0.0,0.0,2015
LEICESTER CITY,CHELSEA,2-1,16.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,2015
SOUTHAMPTON,TOTTENHAM,0-2,18.0,1.0,0.0,0.0,9.0,1.0,0.0,0.0,2015
STOKE,CRYSTAL PALACE,1-2,6.0,2.0,0.0,0.0,12.0,0.0,0.0,0.0,2015
CHELSEA,SUNDERLAND,3-1,12.0,1.0,0.0,0.0,12.0,3.0,0.0,0.0,2015
EVERTON,LEICESTER CITY,2-3,6.0,2.0,0.0,0.0,14.0,1.0,0.0,0.0,2015
WEST BROM,BOURNEMOUTH,1-2,12.0,2.0,0.0,2.0,9.0,1.0,0.0,0.0,2015
MAN UTD,NORWICH,1-2,4.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,2015
NEWCASTLE,ASTON VILLA,1-1,9.0,1.0,0.0,0.0,14.0,3.0,0.0,0.0,2015
WATFORD,LIVERPOOL,3-0,6.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,2015
SWANSEA,WEST HAM,0-0,6.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,2015
ARSENAL,MAN CITY,2-1,5.0,0.0,0.0,0.0,16.0,2.0,0.0,0.0,2015
STOKE,MAN UTD,2-0,13.0,1.0,0.0,0.0,16.0,2.0,0.0,0.0,2015
ASTON VILLA,WEST HAM,1-1,14.0,3.0,0.0,0.0,13.0,3.0,0.0,0.0,2015
LIVERPOOL,LEICESTER CITY,1-0,11.0,2.0,0.0,0.0,8.0,1.0,0.0,0.0,2015
MAN CITY,SUNDERLAND,4-1,10.0,1.0,0.0,0.0,11.0,1.0,0.0,0.0,2015
SWANSEA,WEST BROM,1-0,10.0,1.0,0.0,0.0,13.0,3.0,0.0,0.0,2015
CHELSEA,WATFORD,2-2,7.0,1.0,0.0,0.0,15.0,4.0,0.0,0.0,2015
TOTTENHAM,NORWICH,3-0,4.0,1.0,0.0,0.0,13.0,2.0,0.0,0.0,2015
BOURNEMOUTH,CRYSTAL PALACE,0-0,10.0,1.0,0.0,0.0,13.0,0.0,0.0,0.0,2015
NEWCASTLE,EVERTON,0-1,16.0,2.0,0.0,0.0,12.0,2.0,0.0,0.0,2015
SOUTHAMPTON,ARSENAL,4-0,10.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,2015
EVERTON,STOKE,3-4,10.0,2.0,0.0,0.0,12.0,1.0,0.0,0.0,2015
WEST BROM,NEWCASTLE,1-0,7.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,2015
NORWICH,ASTON VILLA,2-0,10.0,2.0,0.0,0.0,21.0,5.0,0.0,0.0,2015
CRYSTAL PALACE,SWANSEA,0-0,11.0,3.0,0.0,0.0,16.0,2.0,0.0,0.0,2015
WATFORD,TOTTENHAM,1-2,11.0,4.0,0.0,1.0,13.0,2.0,0.0,0.0,2015
ARSENAL,BOURNEMOUTH,2-0,7.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,2015
MAN UTD,CHELSEA,0-0,16.0,4.0,0.0,0.0,6.0,2.0,0.0,0.0,2015
WEST HAM,SOUTHAMPTON,2-1,6.0,1.0,0.0,0.0,12.0,3.0,0.0,0.0,2015
LEICESTER CITY,MAN CITY,0-0,11.0,1.0,0.0,0.0,8.0,4.0,0.0,0.0,2015
SUNDERLAND,LIVERPOOL,0-1,8.0,1.0,0.0,0.0,16.0,3.0,0.0,0.0,2015
WEST HAM,LIVERPOOL,2-0,11.0,1.0,0.0,0.0,8.0,1.0,0.0,0.0,2015
MAN UTD,SWANSEA,2-1,14.0,2.0,0.0,0.0,10.0,1.0,0.0,0.0,2015
NORWICH,SOUTHAMPTON,1-0,9.0,1.0,0.0,0.0,7.0,1.0,1.0,0.0,2015
LEICESTER CITY,BOURNEMOUTH,0-0,9.0,1.0,0.0,0.0,5.0,1.0,0.0,1.0,2015
SUNDERLAND,ASTON VILLA,3-1,8.0,3.0,0.0,0.0,13.0,4.0,0.0,0.0,2015
ARSENAL,NEWCASTLE,1-0,10.0,2.0,0.0,0.0,9.0,2.0,0.0,0.0,2015
WEST BROM,STOKE,2-1,7.0,1.0,0.0,0.0,15.0,1.0,0.0,1.0,2015
WATFORD,MAN CITY,1-2,6.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,2015
CRYSTAL PALACE,CHELSEA,0-3,12.0,3.0,0.0,0.0,15.0,0.0,0.0,0.0,2015
EVERTON,TOTTENHAM,1-1,8.0,1.0,0.0,0.0,11.0,2.0,0.0,0.0,2015
ASTON VILLA,CRYSTAL PALACE,1-0,15.0,2.0,0.0,0.0,9.0,1.0,0.0,0.0,2015
NEWCASTLE,MAN UTD,3-3,10.0,1.0,0.0,0.0,12.0,3.0,0.0,0.0,2015
BOURNEMOUTH,WEST HAM,1-3,8.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,2015
MAN CITY,EVERTON,0-0,5.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,2015
SWANSEA,SUNDERLAND,2-4,9.0,0.0,0.0,1.0,12.0,2.0,0.0,0.0,2015
STOKE,NORWICH,3-1,5.0,0.0,0.0,0.0,8.0,1.0,0.0,1.0,2015
CHELSEA,WEST BROM,2-2,13.0,3.0,0.0,0.0,8.0,3.0,0.0,0.0,2015
SOUTHAMPTON,WATFORD,2-0,9.0,1.0,0.0,0.0,11.0,2.0,0.0,0.0,2015
LIVERPOOL,ARSENAL,3-3,9.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,2015
TOTTENHAM,LEICESTER CITY,0-1,13.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,2015
TOTTENHAM,SUNDERLAND,4-1,8.0,0.0,0.0,0.0,13.0,2.0,0.0,0.0,2015
MAN CITY,CRYSTAL PALACE,4-0,10.0,0.0,0.0,0.0,11.0,2.0,0.0,0.0,2015
NEWCASTLE,WEST HAM,2-1,9.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,2015
CHELSEA,EVERTON,3-3,12.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,2015
SOUTHAMPTON,WEST BROM,3-0,10.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,2015
BOURNEMOUTH,NORWICH,3-0,8.0,1.0,0.0,0.0,13.0,1.0,0.0,0.0,2015
ASTON VILLA,LEICESTER CITY,1-1,13.0,3.0,0.0,0.0,15.0,2.0,0.0,0.0,2015
LIVERPOOL,MAN UTD,0-1,6.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,2015
STOKE,ARSENAL,0-0,16.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,2015
SWANSEA,WATFORD,1-0,8.0,2.0,0.0,0.0,11.0,2.0,0.0,0.0,2015
NORWICH,LIVERPOOL,4-5,10.0,0.0,0.0,0.0,14.0,1.0,0.0,0.0,2015
WEST BROM,ASTON VILLA,0-0,7.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,2015
MAN UTD,SOUTHAMPTON,0-1,11.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,2015
LEICESTER CITY,STOKE,3-0,10.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,2015
CRYSTAL PALACE,TOTTENHAM,1-3,11.0,2.0,0.0,0.0,12.0,2.0,0.0,0.0,2015
WATFORD,NEWCASTLE,2-1,10.0,2.0,0.0,0.0,12.0,1.0,0.0,0.0,2015
SUNDERLAND,BOURNEMOUTH,1-1,5.0,1.0,0.0,0.0,9.0,1.0,0.0,0.0,2015
WEST HAM,MAN CITY,2-2,11.0,2.0,0.0,0.0,15.0,3.0,0.0,0.0,2015
EVERTON,SWANSEA,1-2,5.0,0.0,0.0,0.0,12.0,3.0,0.0,0.0,2015
ARSENAL,CHELSEA,0-1,14.0,2.0,0.0,1.0,13.0,3.0,0.0,0.0,2015
ARSENAL,SOUTHAMPTON,0-0,11.0,2.0,0.0,0.0,19.0,1.0,0.0,0.0,2015
NORWICH,TOTTENHAM,0-3,8.0,2.0,0.0,0.0,9.0,2.0,0.0,0.0,2015
LEICESTER CITY,LIVERPOOL,2-0,6.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,2015
WEST HAM,ASTON VILLA,2-0,9.0,3.0,0.0,0.0,11.0,0.0,0.0,1.0,2015
SUNDERLAND,MAN CITY,0-1,6.0,1.0,0.0,0.0,15.0,4.0,0.0,0.0,2015
WEST BROM,SWANSEA,1-1,12.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,2015
MAN UTD,STOKE,3-0,13.0,2.0,0.0,0.0,13.0,1.0,0.0,0.0,2015
CRYSTAL PALACE,BOURNEMOUTH,1-2,11.0,3.0,0.0,0.0,15.0,4.0,0.0,0.0,2015
EVERTON,NEWCASTLE,3-0,8.0,1.0,0.0,0.0,15.0,2.0,0.0,1.0,2015
WATFORD,CHELSEA,0-0,10.0,2.0,0.0,0.0,13.0,1.0,0.0,0.0,2015
MAN CITY,LEICESTER CITY,1-3,9.0,2.0,0.0,0.0,15.0,2.0,0.0,0.0,2015
ASTON VILLA,NORWICH,2-0,10.0,0.0,0.0,0.0,11.0,2.0,0.0,0.0,2015
LIVERPOOL,SUNDERLAND,2-2,4.0,1.0,0.0,0.0,12.0,1.0,0.0,0.0,2015
SWANSEA,CRYSTAL PALACE,1-1,11.0,1.0,0.0,0.0,14.0,2.0,0.0,0.0,2015
NEWCASTLE,WEST BROM,1-0,12.0,0.0,0.0,0.0,12.0,3.0,0.0,0.0,2015
STOKE,EVERTON,0-3,11.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,2015
TOTTENHAM,WATFORD,1-0,12.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,2015
SOUTHAMPTON,WEST HAM,1-0,17.0,1.0,0.0,1.0,10.0,2.0,0.0,0.0,2015
BOURNEMOUTH,ARSENAL,0-2,6.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,2015
CHELSEA,MAN UTD,1-1,6.0,0.0,0.0,0.0,9.0,3.0,0.0,0.0,2015
SUNDERLAND,MAN UTD,2-1,7.0,2.0,0.0,0.0,15.0,3.0,0.0,0.0,2015
SWANSEA,SOUTHAMPTON,0-1,10.0,0.0,0.0,0.0,12.0,3.0,0.0,0.0,2015
EVERTON,WEST BROM,0-1,10.0,1.0,0.0,0.0,12.0,4.0,0.0,0.0,2015
NORWICH,WEST HAM,2-2,16.0,2.0,0.0,0.0,11.0,2.0,0.0,0.0,2015
CRYSTAL PALACE,WATFORD,1-2,16.0,0.0,0.0,1.0,14.0,1.0,0.0,0.0,2015
BOURNEMOUTH,STOKE,1-3,7.0,4.0,0.0,0.0,18.0,2.0,0.0,0.0,2015
CHELSEA,NEWCASTLE,5-1,11.0,0.0,0.0,0.0,16.0,2.0,0.0,0.0,2015
ARSENAL,LEICESTER CITY,2-1,9.0,4.0,0.0,0.0,10.0,4.0,1.0,0.0,2015
ASTON VILLA,LIVERPOOL,0-6,10.0,3.0,0.0,0.0,9.0,1.0,0.0,0.0,2015
MAN CITY,TOTTENHAM,1-2,12.0,1.0,0.0,0.0,17.0,3.0,0.0,0.0,2015
WEST HAM,SUNDERLAND,1-0,11.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,2015
STOKE,ASTON VILLA,2-1,7.0,0.0,0.0,0.0,15.0,3.0,0.0,0.0,2015
LEICESTER CITY,NORWICH,1-0,9.0,0.0,0.0,0.0,11.0,2.0,0.0,0.0,2015
SOUTHAMPTON,CHELSEA,1-2,10.0,3.0,0.0,0.0,11.0,1.0,0.0,0.0,2015
WATFORD,BOURNEMOUTH,0-0,14.0,3.0,0.0,0.0,16.0,1.0,0.0,0.0,2015
WEST BROM,CRYSTAL PALACE,3-2,14.0,2.0,0.0,0.0,16.0,2.0,0.0,0.0,2015
MAN UTD,ARSENAL,3-2,21.0,4.0,0.0,0.0,15.0,3.0,0.0,0.0,2015
TOTTENHAM,SWANSEA,2-1,11.0,2.0,0.0,0.0,14.0,3.0,0.0,0.0,2015
NEWCASTLE,MAN CITY,1-1,13.0,3.0,0.0,0.0,8.0,2.0,0.0,0.0,2015
LIVERPOOL,EVERTON,4-0,8.0,1.0,0.0,0.0,11.0,1.0,0.0,1.0,2015
ASTON VILLA,EVERTON,1-3,8.0,3.0,0.0,0.0,7.0,1.0,0.0,0.0,2015
SUNDERLAND,CRYSTAL PALACE,2-2,11.0,1.0,0.0,0.0,14.0,1.0,0.0,0.0,2015
NORWICH,CHELSEA,1-2,17.0,3.0,0.0,0.0,5.0,2.0,0.0,0.0,2015
LEICESTER CITY,WEST BROM,2-2,10.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,2015
BOURNEMOUTH,SOUTHAMPTON,2-0,11.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,2015
ARSENAL,SWANSEA,1-2,8.0,0.0,0.0,0.0,11.0,2.0,0.0,0.0,2015
STOKE,NEWCASTLE,1-0,11.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,2015
WEST HAM,TOTTENHAM,1-0,10.0,0.0,0.0,0.0,11.0,3.0,0.0,0.0,2015
LIVERPOOL,MAN CITY,3-0,14.0,0.0,0.0,0.0,14.0,1.0,0.0,0.0,2015
MAN UTD,WATFORD,1-0,7.0,1.0,0.0,0.0,17.0,2.0,0.0,0.0,2015
TOTTENHAM,ARSENAL,2-2,10.0,2.0,0.0,0.0,10.0,3.0,1.0,0.0,2015
MAN CITY,ASTON VILLA,4-0,10.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,2015
SWANSEA,NORWICH,1-0,14.0,2.0,0.0,0.0,15.0,5.0,0.0,0.0,2015
NEWCASTLE,BOURNEMOUTH,1-3,14.0,1.0,0.0,0.0,8.0,3.0,0.0,0.0,2015
CHELSEA,STOKE,1-1,9.0,1.0,0.0,0.0,10.0,2.0,0.0,0.0,2015
EVERTON,WEST HAM,2-3,12.0,3.0,1.0,0.0,13.0,3.0,0.0,0.0,2015
SOUTHAMPTON,SUNDERLAND,1-1,9.0,2.0,0.0,1.0,9.0,1.0,0.0,0.0,2015
WATFORD,LEICESTER CITY,0-1,10.0,2.0,0.0,0.0,11.0,2.0,0.0,0.0,2015
CRYSTAL PALACE,LIVERPOOL,1-2,12.0,1.0,0.0,0.0,16.0,3.0,1.0,0.0,2015
WEST BROM,MAN UTD,1-0,8.0,1.0,0.0,0.0,7.0,1.0,1.0,0.0,2015
NORWICH,MAN CITY,0-0,15.0,3.0,0.0,0.0,10.0,1.0,0.0,0.0,2015
STOKE,SOUTHAMPTON,1-2,13.0,1.0,0.0,0.0,12.0,2.0,0.0,1.0,2015
BOURNEMOUTH,SWANSEA,3-2,12.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0,2015
ASTON VILLA,TOTTENHAM,0-2,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2015
LEICESTER CITY,NEWCASTLE,1-0,4.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,2015
WEST HAM,WATFORD,3-1,11.0,0.0,0.0,0.0,17.0,3.0,1.0,0.0,2015
MAN UTD,CRYSTAL PALACE,2-0,13.0,1.0,0.0,0.0,7.0,2.0,0.0,0.0,2015
ARSENAL,WEST BROM,2-0,14.0,0.0,0.0,0.0,14.0,1.0,0.0,0.0,2015
SUNDERLAND,EVERTON,3-0,15.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,2015
LIVERPOOL,CHELSEA,1-1,11.0,3.0,0.0,0.0,12.0,1.0,0.0,0.0,2015
EVERTON,ARSENAL,0-2,7.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,2015
CHELSEA,WEST HAM,2-2,13.0,3.0,0.0,0.0,14.0,5.0,0.0,0.0,2015
WEST BROM,NORWICH,0-1,8.0,1.0,0.0,0.0,13.0,2.0,0.0,0.0,2015
CRYSTAL PALACE,LEICESTER CITY,0-1,9.0,1.0,0.0,0.0,13.0,1.0,0.0,0.0,2015
WATFORD,STOKE,1-2,10.0,3.0,0.0,0.0,14.0,1.0,0.0,0.0,2015
SWANSEA,ASTON VILLA,1-0,9.0,3.0,0.0,0.0,10.0,2.0,0.0,0.0,2015
NEWCASTLE,SUNDERLAND,1-1,14.0,4.0,0.0,0.0,7.0,1.0,0.0,0.0,2015
SOUTHAMPTON,LIVERPOOL,3-2,10.0,1.0,0.0,0.0,13.0,3.0,0.0,0.0,2015
MAN CITY,MAN UTD,0-1,9.0,1.0,0.0,0.0,12.0,1.0,0.0,0.0,2015
TOTTENHAM,BOURNEMOUTH,3-0,11.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,2015
ASTON VILLA,CHELSEA,0-4,12.0,5.0,1.0,0.0,8.0,1.0,0.0,0.0,2015
BOURNEMOUTH,MAN CITY,0-4,9.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,2015
SUNDERLAND,WEST BROM,0-0,11.0,1.0,0.0,0.0,13.0,2.0,0.0,0.0,2015
ARSENAL,WATFORD,4-0,7.0,1.0,0.0,0.0,10.0,1.0,0.0,0.0,2015
STOKE,SWANSEA,2-2,6.0,0.0,0.0,0.0,16.0,1.0,0.0,0.0,2015
NORWICH,NEWCASTLE,3-2,6.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,2015
WEST HAM,CRYSTAL PALACE,2-2,12.0,2.0,0.0,1.0,19.0,2.0,0.0,0.0,2015
LIVERPOOL,TOTTENHAM,1-1,11.0,2.0,0.0,0.0,11.0,0.0,0.0,0.0,2015
LEICESTER CITY,SOUTHAMPTON,1-0,12.0,2.0,0.0,0.0,13.0,2.0,0.0,0.0,2015
MAN UTD,EVERTON,1-0,15.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,2015
WEST HAM,ARSENAL,3-3,11.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,2015
ASTON VILLA,BOURNEMOUTH,1-2,13.0,2.0,0.0,0.0,11.0,2.0,0.0,0.0,2015
SWANSEA,CHELSEA,1-0,15.0,5.0,0.0,0.0,13.0,4.0,0.0,0.0,2015
SOUTHAMPTON,NEWCASTLE,3-1,8.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2015
CRYSTAL PALACE,NORWICH,1-0,13.0,2.0,0.0,0.0,10.0,1.0,0.0,0.0,2015
WATFORD,EVERTON,1-1,13.0,2.0,0.0,0.0,10.0,1.0,0.0,0.0,2015
MAN CITY,WEST BROM,2-1,10.0,1.0,0.0,0.0,7.0,1.0,0.0,0.0,2015
SUNDERLAND,LEICESTER CITY,0-2,9.0,1.0,0.0,0.0,9.0,1.0,0.0,0.0,2015
LIVERPOOL,STOKE,4-1,14.0,0.0,0.0,0.0,14.0,2.0,0.0,0.0,2015
TOTTENHAM,MAN UTD,3-0,10.0,3.0,0.0,0.0,10.0,3.0,0.0,0.0,2015
NORWICH,SUNDERLAND,0-3,7.0,2.0,0.0,0.0,11.0,2.0,0.0,0.0,2015
NEWCASTLE,SWANSEA,3-0,13.0,2.0,0.0,0.0,9.0,1.0,0.0,0.0,2015
EVERTON,SOUTHAMPTON,1-1,8.0,1.0,0.0,0.0,14.0,1.0,0.0,0.0,2015
WEST BROM,WATFORD,0-1,11.0,0.0,0.0,0.0,17.0,3.0,0.0,0.0,2015
MAN UTD,ASTON VILLA,1-0,9.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,2015
CHELSEA,MAN CITY,0-3,12.0,2.0,0.0,1.0,15.0,3.0,0.0,0.0,2015
LEICESTER CITY,WEST HAM,2-2,14.0,2.0,1.0,0.0,14.0,3.0,0.0,0.0,2015
BOURNEMOUTH,LIVERPOOL,1-2,9.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,2015
ARSENAL,CRYSTAL PALACE,1-1,7.0,0.0,0.0,0.0,13.0,2.0,0.0,0.0,2015
STOKE,TOTTENHAM,0-4,12.0,2.0,0.0,0.0,12.0,0.0,0.0,0.0,2015
CRYSTAL PALACE,EVERTON,0-0,7.0,0.0,0.0,0.0,9.0,2.0,1.0,0.0,2015
MAN CITY,STOKE,4-0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,2015
ASTON VILLA,SOUTHAMPTON,2-4,8.0,2.0,0.0,0.0,9.0,0.0,0.0,0.0,2015
LIVERPOOL,NEWCASTLE,2-2,8.0,1.0,0.0,0.0,17.0,1.0,0.0,0.0,2015
BOURNEMOUTH,CHELSEA,1-4,11.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,2015
SUNDERLAND,ARSENAL,0-0,10.0,2.0,0.0,0.0,8.0,4.0,0.0,0.0,2015
LEICESTER CITY,SWANSEA,4-0,15.0,1.0,0.0,0.0,10.0,2.0,0.0,0.0,2015
TOTTENHAM,WEST BROM,1-1,8.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,2015
WEST HAM,MAN UTD,3-2,6.0,1.0,0.0,0.0,18.0,3.0,0.0,0.0,2015
NORWICH,WATFORD,4-2,8.0,2.0,0.0,0.0,13.0,3.0,0.0,0.0,2015
NEWCASTLE,CRYSTAL PALACE,1-0,11.0,2.0,0.0,0.0,12.0,0.0,0.0,0.0,2015
STOKE,SUNDERLAND,1-1,13.0,2.0,0.0,0.0,13.0,2.0,0.0,0.0,2015
EVERTON,BOURNEMOUTH,2-1,4.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,2015
WEST BROM,WEST HAM,0-3,14.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2015
WATFORD,ASTON VILLA,3-2,14.0,2.0,0.0,0.0,10.0,3.0,0.0,1.0,2015
ARSENAL,NORWICH,1-0,8.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,2015
SWANSEA,LIVERPOOL,3-1,12.0,2.0,0.0,0.0,13.0,3.0,1.0,0.0,2015
MAN UTD,LEICESTER CITY,1-1,16.0,3.0,0.0,0.0,10.0,1.0,1.0,0.0,2015
SOUTHAMPTON,MAN CITY,4-2,12.0,2.0,0.0,0.0,9.0,1.0,0.0,0.0,2015
CHELSEA,TOTTENHAM,2-2,9.0,3.0,0.0,0.0,20.0,9.0,0.0,0.0,2015
NORWICH,MAN UTD,0-1,11.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,2015
BOURNEMOUTH,WEST BROM,1-1,5.0,2.0,0.0,0.0,8.0,1.0,0.0,0.0,2015
ASTON VILLA,NEWCASTLE,0-0,8.0,1.0,0.0,0.0,13.0,1.0,0.0,0.0,2015
SUNDERLAND,CHELSEA,3-2,11.0,4.0,0.0,0.0,9.0,2.0,1.0,0.0,2015
WEST HAM,SWANSEA,1-4,11.0,3.0,0.0,0.0,8.0,0.0,0.0,0.0,2015
CRYSTAL PALACE,STOKE,2-1,8.0,2.0,0.0,0.0,18.0,3.0,0.0,0.0,2015
LEICESTER CITY,EVERTON,3-1,4.0,0.0,0.0,0.0,12.0,3.0,0.0,0.0,2015
TOTTENHAM,SOUTHAMPTON,1-2,8.0,0.0,0.0,0.0,15.0,3.0,0.0,0.0,2015
LIVERPOOL,WATFORD,2-0,10.0,1.0,0.0,0.0,15.0,2.0,0.0,0.0,2015
MAN CITY,ARSENAL,2-2,16.0,2.0,0.0,0.0,10.0,1.0,0.0,0.0,2015
SWANSEA,MAN CITY,1-1,4.0,1.0,0.0,0.0,19.0,3.0,0.0,0.0,2015
NEWCASTLE,TOTTENHAM,5-1,7.0,1.0,0.0,1.0,6.0,2.0,0.0,0.0,2015
ARSENAL,ASTON VILLA,4-0,12.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,2015
STOKE,WEST HAM,2-1,8.0,3.0,0.0,0.0,12.0,1.0,0.0,0.0,2015
CHELSEA,LEICESTER CITY,1-1,5.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,2015
EVERTON,NORWICH,3-0,7.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,2015
WEST BROM,LIVERPOOL,1-1,11.0,3.0,0.0,0.0,14.0,1.0,0.0,0.0,2015
